# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1477287	1478285	-	EAQ72914.1	NADH-quinone oxidoreductase, H subunit	nuoH	CJJ81176_1557	999	332.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1478278	1480740	-	EAQ72569.1	NADH-quinone oxidoreductase, G subunit	nuoG	CJJ81176_1558	2463	820.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1480737	1481429	-	EAQ72697.1	hypothetical protein		CJJ81176_1559	693	230.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1481426	1481566	-	EAQ72878.2	hypothetical protein		CJJ81176_1560	141	46.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1481650	1482876	-	EAQ72908.1	NADH-quinone oxidoreductase, D subunit	nuoD	CJJ81176_1561	1227	408.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1482878	1483669	-	EAQ72659.1	NADH-quinone oxidoreductase, C subunit	nuoC	CJJ81176_1562	792	263.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1483669	1484172	-	EAQ72758.1	NADH-quinone oxidoreductase, B subunit	nuoB	CJJ81176_1563	504	167.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1484154	1484543	-	EAQ72512.1	NADH-quinone oxidoreductase, A subunit	nuoA	CJJ81176_1564	390	129.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1484756	1485421	-	EAQ72674.1	peptide ABC transporter, ATP-binding protein		CJJ81176_1565	666	221.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1485414	1486124	-	EAQ72646.2	peptide ABC transporter, ATP-binding protein		CJJ81176_1566	711	236.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1486121	1486909	-	EAQ72737.1	peptide ABC transporter, permease protein		CJJ81176_1567	789	262.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1486902	1487846	-	EAQ72953.1	peptide ABC transporter, permease protein		CJJ81176_1568	945	314.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1487846	1489381	-	EAQ72598.1	peptide ABC transporter, periplasmic peptide-binding protein		CJJ81176_1569	1536	511.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1489716	1492040	+	EAQ72672.1	anaerobic dimethyl sulfoxide reductase chain A		CJJ81176_1570	2325	774.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1492051	1492707	+	EAQ72589.1	dimethylsulfoxide reductase, chain B	dmsB	CJJ81176_1571	657	218.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1492694	1493560	+	EAQ72787.1	hypothetical protein		CJJ81176_1572	867	288.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1493560	1494117	+	EAQ72722.1	hypothetical protein		CJJ81176_1573	558	185.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1494184	1494606	+	EAQ72543.1	flavohemoprotein, truncation		CJJ81176_1574	423	140.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1494626	1496257	-	EAQ72827.1	cyclic peptide ABC transporter, ATP-binding protein/permease		CJJ81176_1575	1632	543.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1496307	1497602	-	EAQ72775.1	proline/betaine transporter, putative, authentic frameshift		CJJ81176_1576	1296	431.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1497690	1498487	+	EAQ72753.1	hypothetical protein		CJJ81176_1577	798	265.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1498575	1498793	+	EAQ72867.1	translation initiation factor IF-1	infA	CJJ81176_1578	219	72.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1498965	1499078	+	ABM55256.1	ribosomal protein L36	rpmJ	CJJ81176_1754	114	37.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1499081	1499446	+	EAQ72715.1	ribosomal protein S13/S18	rpsM	CJJ81176_1579	366	121.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1499456	1499848	+	EAQ72660.1	ribosomal protein S11	rpsK	CJJ81176_1580	393	130.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1499876	1500502	+	EAQ72764.1	ribosomal protein S4	rpsD	CJJ81176_1581	627	208.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1500515	1501528	+	EAQ72933.1	DNA-directed RNA polymerase, alpha subunit	rpoA	CJJ81176_1582	1014	337.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1501532	1501885	+	EAQ72580.1	ribosomal protein L17	rplQ	CJJ81176_1583	354	117.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1502058	1502957	+	EAQ72861.1	ATP phosphoribosyltransferase	hisG	CJJ81176_1584	900	299.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1502965	1504251	+	EAQ72882.1	histidinol dehydrogenase	hisD	CJJ81176_1585	1287	428.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1504248	1505306	+	EAQ72599.1	imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase	hisB	CJJ81176_1586	1059	352.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1505303	1505890	+	EAQ72727.1	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	hisH-2	CJJ81176_1587	588	195.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1505887	1506618	+	EAQ72527.1	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	hisA	CJJ81176_1588	732	243.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1506603	1507505	+	EAQ72849.1	HrgA protein		CJJ81176_1589	903	300.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1507506	1508273	+	EAQ72814.1	imidazoleglycerol phosphate synthase, cyclase subunit	hisF-2	CJJ81176_1590	768	255.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1508275	1508898	+	EAQ72709.1	phosphoribosyl-ATP pyrophosphatase/phosphoribosyl-AMP cyclohydrolase	hisI	CJJ81176_1591	624	207.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1508922	1510082	-	EAQ72712.1	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase, putative		CJJ81176_1592	1161	386.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1510108	1511214	-	EAQ72582.1	ATP/GTP-binding protein	mrp	CJJ81176_1593	1107	368.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1511337	1512452	+	EAQ72803.1	ispD/ispF bifunctional enzyme		CJJ81176_1594	1116	371.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1512449	1513336	+	EAQ72885.1	DNA-binding response regulator, putative		CJJ81176_1595	888	295.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1513314	1514474	+	EAQ72654.1	ATP-sulfurylase family protein		CJJ81176_1596	1161	386.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1514479	1514979	+	EAQ72921.1	phosphatidylglycerophosphatase A	pgpA	CJJ81176_1597	501	166.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1515058	1515321	+	EAQ72536.1	ribosomal protein S20	rpsT	CJJ81176_1598	264	87.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1515340	1516407	+	EAQ72669.1	peptide chain release factor 1	prfA	CJJ81176_1599	1068	355.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1516421	1517176	-	EAQ72665.1	hypothetical protein		CJJ81176_1600	756	251.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1517370	1519478	+	EAQ72733.1	TonB-dependent heme receptor	chuA	CJJ81176_1601	2109	702.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1519453	1520439	+	EAQ72859.1	hemin ABC transporter, permease protein, putative		CJJ81176_1602	987	328.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1520439	1521215	+	EAQ72748.1	hemin ABC transporter, ATP-binding protein, putative		CJJ81176_1603	777	258.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1521212	1522018	+	EAQ72929.1	hemin ABC transporter, periplasmic hemin-binding protein, putative		CJJ81176_1604	807	268.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1522015	1522932	-	EAQ72586.2	conserved hypothetical protein, authentic frameshift		CJJ81176_1605	918	305.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1523038	1524297	+	EAQ72504.1	alpha-ketoglutarate permease	kgtP	CJJ81176_1606	1260	419.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1524283	1525302	-	EAQ72844.1	A/G-specific adenine glycosylase	mutY	CJJ81176_1607	1020	339.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1525375	1526127	+	EAQ72626.1	hypothetical protein		CJJ81176_1608	753	250.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1526199	1526273	+		tRNA-Gly		CJJ81176_1755	75		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1526283	1526371	+		tRNA-Leu		CJJ81176_1756	89		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1526390	1526463	+		tRNA-Cys		CJJ81176_1757	74		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1526485	1526572	+		tRNA-Ser		CJJ81176_1758	88		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1526775	1527785	+	EAQ72749.2	riboflavin biosynthesis protein RibD	ribD	CJJ81176_1613	1011	336.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1527775	1528287	+	EAQ72905.2	membrane protein, putative		CJJ81176_1614	513	170.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1528295	1529659	-	EAQ72577.1	L-serine ammonia-lyase	sdaA	CJJ81176_1615	1365	454.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1529674	1530924	-	EAQ72563.1	serine transporter	sdaC	CJJ81176_1616	1251	416.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1531185	1531601	-	EAQ72663.1	hypothetical protein		CJJ81176_1617	417	138.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1531666	1532409	-	EAQ72924.1	hypothetical protein		CJJ81176_1618	744	247.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1532555	1532992	+	EAQ72747.2	TonB system transport protein ExbB	exbB-2	CJJ81176_1619	438	145.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1532964	1533374	+	EAQ72928.2	biopolymer transport exbD protein	exbD	CJJ81176_1620	411	136.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1533371	1534054	+	EAQ72896.1	TonB-dependent receptor, putative, authentic frameshift		CJJ81176_1621	684	227.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1534074	1534943	-	EAQ72643.1	hypothetical protein		CJJ81176_1622	870	289.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1534947	1535108	-	EAQ72762.1	putative periplasmic protein		CJJ81176_1623	162	53.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1535203	1536186	+	EAQ72938.1	hypothetical protein		CJJ81176_1624	984	327.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1536273	1537361	-	EAQ72699.1	chorismate synthase	aroC	CJJ81176_1625	1089	362.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1537361	1538038	-	EAQ72743.2	ribonuclease III	rnc	CJJ81176_1626	678	225.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1538022	1538462	-	EAQ72858.1	RNase H	rnhA	CJJ81176_1627	441	146.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1538449	1539435	-	EAQ72603.1	hypothetical protein		CJJ81176_1628	987	328.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1539478	1541322	+	EAQ72538.2	DNA primase	dnaG	CJJ81176_1629	1845	614.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1541404	1541676	+	EAQ72687.2	NifU family protein		CJJ81176_1630	273	90.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1541663	1542214	+	EAQ72766.1	hypothetical protein		CJJ81176_1631	552	183.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1542198	1543481	+	EAQ72785.1	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	murE	CJJ81176_1632	1284	427.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1543485	1543796	+	EAQ72726.1	conserved hypothetical protein TIGR00103		CJJ81176_1633	312	103.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1543817	1544887	+	EAQ72917.2	PDZ domain protein		CJJ81176_1634	1071	356.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1544884	1545729	+	EAQ72560.1	geranyltranstransferase	ispA	CJJ81176_1635	846	281.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1545739	1547637	+	EAQ72533.1	transketolase	tkt	CJJ81176_1636	1899	632.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1547639	1548748	+	EAQ72807.1	ABC transporter, permease protein, putative		CJJ81176_1637	1110	369.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1548749	1549471	+	EAQ72937.1	ABC transporter, ATP-binding protein		CJJ81176_1638	723	240.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1549474	1550364	+	EAQ72940.1	ABC transporter, periplasmic substrate-binding protein, putative		CJJ81176_1639	891	296.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1550364	1550963	+	EAQ72822.1	lipoprotein, putative		CJJ81176_1640	600	199.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1551019	1551519	+	EAQ72686.1	hypothetical protein		CJJ81176_1641	501	166.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1551891	1552649	-	EAQ72902.1	methionine aminopeptidase, type I	map	CJJ81176_1642	759	252.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1552659	1553402	-	EAQ72880.1	glutamate racemase	murI	CJJ81176_1643	744	247.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1553404	1553865	-	EAQ72731.1	lipoprotein NlpC	nlpC	CJJ81176_1644	462	153.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1553874	1555043	-	EAQ72855.1	Na+/H+ antiporter NhaA	nhaA-1	CJJ81176_1645	1170	389.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1555040	1556188	-	EAQ72522.1	Na+/H+ antiporter NhaA	nhaA-2	CJJ81176_1646	1149	382.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1556330	1556512	-	EAQ72612.1	hypothetical protein		CJJ81176_1647	183	60.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1556873	1557085	+	EAQ72891.1	hypothetical protein		CJJ81176_1648	213	70.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1557435	1559525	+	EAQ72640.1	iron permease, FTR1 family		CJJ81176_1649	2091	696.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1559522	1560061	+	EAQ72793.1	hypothetical protein		CJJ81176_1650	540	179.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1560144	1561547	+	EAQ72865.1	membrane protein, putative		CJJ81176_1651	1404	467.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1561537	1562826	+	EAQ72848.1	ABC transporter, permease protein		CJJ81176_1652	1290	429.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1562816	1563934	+	EAQ72770.1	ABC transporter, permease protein		CJJ81176_1653	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1563934	1564584	+	EAQ72826.1	ABC transporter, ATP-binding protein		CJJ81176_1654	651	216.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1564581	1565069	+	EAQ72532.1	thioredoxin, homolog		CJJ81176_1655	489	162.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1565264	1565533	+	EAQ72622.2	thioredoxin family protein		CJJ81176_1656	270	89.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1565543	1565980	-	EAQ72945.1	hypothetical protein		CJJ81176_1657	438	145.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1566071	1566214	-	EAQ72870.1	hypothetical protein		CJJ81176_1658	144	47.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1566448	1566585	-	EAQ72923.1	hypothetical protein		CJJ81176_1659	138	45.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1566871	1566955	-		tRNA-Leu		CJJ81176_1759	85		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1566961	1567037	-		tRNA-Arg		CJJ81176_1760	77		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1567052	1567128	-		tRNA-Arg		CJJ81176_1761	77		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1567133	1567209	-		tRNA-His		CJJ81176_1762	77		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1567234	1567311	-		tRNA-Pro		CJJ81176_1763	78		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1567354	1568202	-	EAQ72936.1	DNA ligase, ATP-dependent		CJJ81176_1665	849	282.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1568202	1568864	-	EAQ72784.1	hypothetical protein		CJJ81176_1666	663	220.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1568854	1569057	-	EAQ72872.1	hypothetical protein		CJJ81176_1667	204	67.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1569123	1570367	-	EAQ72679.1	enolase	eno	CJJ81176_1668	1245	414.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1570367	1571398	-	EAQ72720.1	recA protein	recA	CJJ81176_1669	1032	343.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1571505	1572365	+	EAQ72508.1	hypothetical protein		CJJ81176_1670	861	286.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1572377	1572646	+	EAQ72806.1	flagellar biosynthetic protein FliQ	fliQ	CJJ81176_1671	270	89.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1572643	1573419	+	EAQ72725.1	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	CJJ81176_1672	777	258.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1573442	1574206	-	EAQ72620.1	hypothetical protein		CJJ81176_1673	765	254.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1574252	1575016	-	EAQ72611.1	cysQ protein	cysQ	CJJ81176_1674	765	254.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1575097	1576365	-	EAQ72717.1	citrate synthase	gltA	CJJ81176_1675	1269	422.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	1576480	1577655	-	EAQ72886.1	sodium/hydrogen exchanger family protein		CJJ81176_1676	1176	391.0	CP000538.1
